Timestamp,Event_Name,Event_Type,Department,Rating,Feedback_Comment
12-12-2024 00:56,Intro to Machine Learning,Workshop,ME,4,"Intro to Machine Learning (Workshop) was interactive sessions, excellent speakers, useful takeaways."
17-10-2024 02:13,Careers in Data,Seminar,ME,4,"Careers in Data (Seminar) was very engaging, hands-on and practical."
22-06-2025 05:05,Leadership & Teams,Seminar,IT,4,"Leadership & Teams (Seminar) was supportive volunteers, learnt a lot, excellent speakers."
08-06-2025 05:14,Startup Funding 101,Guest Lecture,ECE,5,"Startup Funding 101 (Guest Lecture) was interactive sessions, useful takeaways, excellent speakers."
19-07-2025 22:12,Leadership & Teams,Seminar,IT,2,"Leadership & Teams (Seminar) had issues with audio, food, too advanced."
14-07-2025 00:57,Sustainability Hack Night,Hackathon,ECE,3,"Sustainability Hack Night (Hackathon) was topics were fine, could be more interactive."
18-04-2025 00:04,Power BI Essentials,Workshop,ME,4,"Power BI Essentials (Workshop) was useful takeaways, clear slides, inspiring."
12-01-2025 00:27,The Entrepreneur’s Journey,Guest Lecture,EEE,1,"The Entrepreneur’s Journey (Guest Lecture) had issues with registration, food."
04-02-2025 19:43,Campus Problem Solver,Hackathon,AE,4,"Campus Problem Solver (Hackathon) was great venue, well organized, inspiring."
02-06-2025 17:45,Web Dev Bootcamp,Workshop,EEE,5,"Web Dev Bootcamp (Workshop) was hands-on and practical, useful takeaways, supportive volunteers."
30-04-2025 02:00,Python for Data Science,Workshop,CE,3,"Python for Data Science (Workshop) was room was adequate, topics were fine."
19-01-2025 20:37,Cybersecurity Basics,Workshop,BIO,4,"Cybersecurity Basics (Workshop) was inspiring, well organized, excellent speakers."
27-02-2025 00:47,Startup Funding 101,Guest Lecture,EEE,3,"Startup Funding 101 (Guest Lecture) was room was adequate, timing was manageable."
25-01-2025 21:26,Stagecraft Theatre,Cultural Fest,IT,5,"Stagecraft Theatre (Cultural Fest) was great venue, inspiring, hands-on and practical."
28-11-2024 20:59,IoT & Robotics Arena,Tech Fest,CE,4,"IoT & Robotics Arena (Tech Fest) was excellent speakers, clear slides, very engaging."
16-12-2024 22:23,FinTech Innovation Sprint,Hackathon,AE,4,"FinTech Innovation Sprint (Hackathon) was excellent speakers, learnt a lot, hands-on and practical."
19-09-2024 01:30,Trends in 5G,Seminar,CHE,4,"Trends in 5G (Seminar) was hands-on and practical, well organized."
15-01-2025 00:42,Startup Funding 101,Guest Lecture,BIO,5,"Startup Funding 101 (Guest Lecture) was well organized, useful takeaways."
19-10-2024 18:37,FinTech Innovation Sprint,Hackathon,ME,5,"FinTech Innovation Sprint (Hackathon) was hands-on and practical, inspiring."
18-09-2024 19:21,24hr HealthTech Hack,Hackathon,AE,3,"24hr HealthTech Hack (Hackathon) was room was adequate, slides were decent."
24-03-2025 02:50,Stagecraft Theatre,Cultural Fest,ECE,5,"Stagecraft Theatre (Cultural Fest) was excellent speakers, clear slides."
22-01-2025 02:39,Colours of India,Cultural Fest,CHE,2,"Colours of India (Cultural Fest) had issues with too basic, projector."
12-10-2024 05:25,Leadership & Teams,Seminar,AE,2,Leadership & Teams (Seminar) had issues with crowd.
19-11-2024 01:16,Startup Funding 101,Guest Lecture,EEE,4,"Startup Funding 101 (Guest Lecture) was very engaging, learnt a lot."
18-01-2025 17:26,Python for Data Science,Workshop,IT,4,"Python for Data Science (Workshop) was supportive volunteers, useful takeaways, inspiring."
05-01-2025 06:02,Design Thinking in Practice,Seminar,EEE,5,"Design Thinking in Practice (Seminar) was excellent speakers, interactive sessions, learnt a lot."
19-07-2025 20:10,The Entrepreneur’s Journey,Guest Lecture,CE,5,"The Entrepreneur’s Journey (Guest Lecture) was excellent speakers, clear slides, learnt a lot."
27-01-2025 02:59,Green Energy Futures,Seminar,ECE,3,"Green Energy Futures (Seminar) was okay overall, average experience."
15-08-2025 23:29,Stagecraft Theatre,Cultural Fest,BIO,4,"Stagecraft Theatre (Cultural Fest) was inspiring, hands-on and practical."
11-09-2024 23:59,Dance Mania,Cultural Fest,BIO,1,"Dance Mania (Cultural Fest) had issues with food, crowd."
18-12-2024 04:05,Leadership & Teams,Seminar,EEE,3,"Leadership & Teams (Seminar) was okay overall, slides were decent."
20-11-2024 00:45,Dance Mania,Cultural Fest,CSE,2,"Dance Mania (Cultural Fest) had issues with wifi, crowd, timing."
03-04-2025 04:04,Space Tech & You,Guest Lecture,EEE,3,"Space Tech & You (Guest Lecture) was average experience, timing was manageable."
08-02-2025 22:54,24hr HealthTech Hack,Hackathon,BIO,3,"24hr HealthTech Hack (Hackathon) was could be more interactive, topics were fine."
28-07-2025 00:04,ByteBlast Coding Games,Tech Fest,MBA,5,"ByteBlast Coding Games (Tech Fest) was supportive volunteers, inspiring, hands-on and practical."
29-12-2024 22:19,Rhythm & Beats Night,Cultural Fest,BIO,3,"Rhythm & Beats Night (Cultural Fest) was okay overall, could be more interactive."
15-04-2025 23:15,Campus Problem Solver,Hackathon,CSE,3,"Campus Problem Solver (Hackathon) was room was adequate, timing was manageable."
04-12-2024 21:47,Figma for Beginners,Workshop,MBA,4,"Figma for Beginners (Workshop) was interactive sessions, inspiring, well organized."
23-12-2024 04:22,Web Dev Bootcamp,Workshop,BIO,5,"Web Dev Bootcamp (Workshop) was excellent speakers, well organized, useful takeaways."
15-04-2025 18:53,Leadership & Teams,Seminar,CSE,4,"Leadership & Teams (Seminar) was excellent speakers, learnt a lot, supportive volunteers."
25-12-2024 00:47,Power BI Essentials,Workshop,EEE,5,"Power BI Essentials (Workshop) was good pace, inspiring, interactive sessions."
22-03-2025 23:11,Power BI Essentials,Workshop,CE,5,"Power BI Essentials (Workshop) was excellent speakers, hands-on and practical."
15-06-2025 03:43,Stagecraft Theatre,Cultural Fest,CSE,4,"Stagecraft Theatre (Cultural Fest) was supportive volunteers, hands-on and practical, useful takeaways."
27-05-2025 23:41,Power BI Essentials,Workshop,CHE,4,"Power BI Essentials (Workshop) was great venue, supportive volunteers, clear slides."
13-09-2024 22:59,Green Energy Futures,Seminar,CE,2,"Green Energy Futures (Seminar) had issues with venue, registration, projector."
08-11-2024 00:14,Sustainability Hack Night,Hackathon,IT,3,"Sustainability Hack Night (Hackathon) was room was adequate, slides were decent."
13-10-2024 02:10,Figma for Beginners,Workshop,AE,2,"Figma for Beginners (Workshop) had issues with food, too basic."
20-04-2025 05:28,24hr HealthTech Hack,Hackathon,ME,5,"24hr HealthTech Hack (Hackathon) was interactive sessions, very engaging, excellent speakers."
07-02-2025 04:06,Leadership & Teams,Seminar,IT,3,"Leadership & Teams (Seminar) was room was adequate, okay overall."
26-09-2024 20:52,Fusion Music Evening,Cultural Fest,MBA,5,"Fusion Music Evening (Cultural Fest) was clear slides, well organized, useful takeaways."
13-07-2025 05:07,Product Management Myths,Guest Lecture,CE,5,"Product Management Myths (Guest Lecture) was good pace, excellent speakers."
05-09-2024 17:32,Campus AI Day,Tech Fest,ME,3,"Campus AI Day (Tech Fest) was room was adequate, could be more interactive."
04-11-2024 20:45,FutureTech Showcase,Tech Fest,MBA,3,"FutureTech Showcase (Tech Fest) was could be more interactive, topics were fine."
02-10-2024 03:07,Campus Problem Solver,Hackathon,ME,2,Campus Problem Solver (Hackathon) had issues with seating.
19-12-2024 00:52,Campus Problem Solver,Hackathon,CE,2,"Campus Problem Solver (Hackathon) had issues with crowd, seating."
04-08-2025 01:22,The Future of EVs,Seminar,EEE,5,"The Future of EVs (Seminar) was inspiring, hands-on and practical."
15-07-2025 23:56,Campus AI Day,Tech Fest,MBA,3,"Campus AI Day (Tech Fest) was timing was manageable, could be more interactive."
15-10-2024 20:36,The Future of EVs,Seminar,EEE,4,"The Future of EVs (Seminar) was good pace, inspiring."
20-01-2025 18:05,Stagecraft Theatre,Cultural Fest,AE,3,"Stagecraft Theatre (Cultural Fest) was could be more interactive, room was adequate."
09-08-2025 05:59,Space Tech & You,Guest Lecture,EEE,3,"Space Tech & You (Guest Lecture) was okay overall, timing was manageable."
13-12-2024 03:24,Cloud & DevOps Fair,Tech Fest,BIO,4,"Cloud & DevOps Fair (Tech Fest) was learnt a lot, useful takeaways, great venue."
11-09-2024 22:02,Stagecraft Theatre,Cultural Fest,ME,4,"Stagecraft Theatre (Cultural Fest) was interactive sessions, supportive volunteers."
07-10-2024 21:32,24hr HealthTech Hack,Hackathon,AE,2,"24hr HealthTech Hack (Hackathon) had issues with projector, seating."
25-05-2025 22:45,Space Tech & You,Guest Lecture,ME,1,Space Tech & You (Guest Lecture) had issues with seating.
20-10-2024 00:16,Stagecraft Theatre,Cultural Fest,ME,4,"Stagecraft Theatre (Cultural Fest) was inspiring, hands-on and practical, great venue."
25-02-2025 19:02,Intro to Machine Learning,Workshop,IT,3,"Intro to Machine Learning (Workshop) was slides were decent, timing was manageable."
02-08-2025 04:55,24hr HealthTech Hack,Hackathon,EEE,2,"24hr HealthTech Hack (Hackathon) had issues with food, too basic, audio."
20-04-2025 17:51,Leadership & Teams,Seminar,IT,5,"Leadership & Teams (Seminar) was excellent speakers, interactive sessions, learnt a lot."
14-07-2025 01:10,Stagecraft Theatre,Cultural Fest,AE,5,"Stagecraft Theatre (Cultural Fest) was interactive sessions, excellent speakers."
14-09-2024 17:31,Product Management Myths,Guest Lecture,IT,2,Product Management Myths (Guest Lecture) had issues with seating.
09-03-2025 00:35,24hr HealthTech Hack,Hackathon,ECE,5,"24hr HealthTech Hack (Hackathon) was clear slides, very engaging."
23-07-2025 19:05,UX Research in the Wild,Guest Lecture,CHE,4,"UX Research in the Wild (Guest Lecture) was useful takeaways, very engaging, good pace."
10-08-2025 22:25,Campus Problem Solver,Hackathon,IT,3,"Campus Problem Solver (Hackathon) was could be more interactive, okay overall."
27-02-2025 02:09,Sustainability Hack Night,Hackathon,CE,2,"Sustainability Hack Night (Hackathon) had issues with food, air conditioning."
24-10-2024 00:17,Product Management Myths,Guest Lecture,CSE,1,"Product Management Myths (Guest Lecture) had issues with wifi, registration."
08-02-2025 20:20,Startup Funding 101,Guest Lecture,AE,3,"Startup Funding 101 (Guest Lecture) was okay overall, slides were decent."
19-12-2024 23:01,Colours of India,Cultural Fest,ECE,5,"Colours of India (Cultural Fest) was useful takeaways, learnt a lot."
29-12-2024 05:23,Figma for Beginners,Workshop,CSE,5,"Figma for Beginners (Workshop) was very engaging, supportive volunteers, clear slides."
22-12-2024 02:32,IoT & Robotics Arena,Tech Fest,CSE,5,"IoT & Robotics Arena (Tech Fest) was well organized, great venue."
18-05-2025 18:59,ByteBlast Coding Games,Tech Fest,EEE,5,"ByteBlast Coding Games (Tech Fest) was very engaging, good pace."
12-05-2025 02:18,Campus AI Day,Tech Fest,BIO,3,"Campus AI Day (Tech Fest) was slides were decent, could be more interactive."
15-05-2025 21:41,Campus Problem Solver,Hackathon,CE,5,"Campus Problem Solver (Hackathon) was supportive volunteers, interactive sessions."
01-05-2025 05:10,AI Ethics in Industry,Guest Lecture,CSE,4,"AI Ethics in Industry (Guest Lecture) was good pace, supportive volunteers, excellent speakers."
25-10-2024 21:51,24hr HealthTech Hack,Hackathon,ECE,4,"24hr HealthTech Hack (Hackathon) was useful takeaways, very engaging, excellent speakers."
20-05-2025 21:41,The Entrepreneur’s Journey,Guest Lecture,CHE,2,"The Entrepreneur’s Journey (Guest Lecture) had issues with audio, venue, crowd."
24-07-2025 04:08,Dance Mania,Cultural Fest,IT,5,"Dance Mania (Cultural Fest) was supportive volunteers, excellent speakers."
16-12-2024 23:33,Art & Craft Pop-up,Cultural Fest,CE,3,"Art & Craft Pop-up (Cultural Fest) was topics were fine, slides were decent."
30-01-2025 03:28,Sustainability Hack Night,Hackathon,IT,2,"Sustainability Hack Night (Hackathon) had issues with food, audio, venue."
08-10-2024 23:18,Green Energy Futures,Seminar,BIO,5,"Green Energy Futures (Seminar) was excellent speakers, supportive volunteers."
19-06-2025 01:47,UX Research in the Wild,Guest Lecture,MBA,4,"UX Research in the Wild (Guest Lecture) was clear slides, well organized."
17-09-2024 21:50,Design Thinking in Practice,Seminar,ECE,4,"Design Thinking in Practice (Seminar) was great venue, interactive sessions, good pace."
25-04-2025 21:06,Careers in Data,Seminar,ECE,4,"Careers in Data (Seminar) was very engaging, interactive sessions."
16-12-2024 05:39,FutureTech Showcase,Tech Fest,CHE,4,"FutureTech Showcase (Tech Fest) was excellent speakers, hands-on and practical, useful takeaways."
12-08-2025 21:13,Dance Mania,Cultural Fest,AE,5,"Dance Mania (Cultural Fest) was useful takeaways, interactive sessions."
04-11-2024 02:54,Web Dev Bootcamp,Workshop,EEE,4,"Web Dev Bootcamp (Workshop) was great venue, well organized, very engaging."
10-12-2024 23:38,24hr HealthTech Hack,Hackathon,ME,5,"24hr HealthTech Hack (Hackathon) was excellent speakers, clear slides."
23-06-2025 19:08,FinTech Innovation Sprint,Hackathon,ME,4,"FinTech Innovation Sprint (Hackathon) was hands-on and practical, great venue, useful takeaways."
09-01-2025 00:54,ByteBlast Coding Games,Tech Fest,ME,2,"ByteBlast Coding Games (Tech Fest) had issues with timing, air conditioning, food."
08-01-2025 21:00,Sustainability Hack Night,Hackathon,AE,3,"Sustainability Hack Night (Hackathon) was topics were fine, slides were decent."
29-04-2025 01:54,Rhythm & Beats Night,Cultural Fest,MBA,5,"Rhythm & Beats Night (Cultural Fest) was excellent speakers, hands-on and practical, useful takeaways."
04-12-2024 21:25,Trends in 5G,Seminar,CE,4,"Trends in 5G (Seminar) was useful takeaways, well organized, interactive sessions."
30-03-2025 19:20,Web Dev Bootcamp,Workshop,EEE,5,"Web Dev Bootcamp (Workshop) was excellent speakers, well organized, inspiring."
02-04-2025 17:41,Campus Problem Solver,Hackathon,CE,4,"Campus Problem Solver (Hackathon) was excellent speakers, good pace, well organized."
17-01-2025 18:37,FutureTech Showcase,Tech Fest,AE,4,"FutureTech Showcase (Tech Fest) was useful takeaways, good pace, interactive sessions."
02-04-2025 18:27,FutureTech Showcase,Tech Fest,ME,4,"FutureTech Showcase (Tech Fest) was supportive volunteers, great venue, excellent speakers."
12-03-2025 21:59,Campus Problem Solver,Hackathon,IT,3,"Campus Problem Solver (Hackathon) was timing was manageable, okay overall."
01-10-2024 01:52,Green Energy Futures,Seminar,MBA,3,"Green Energy Futures (Seminar) was slides were decent, average experience."
18-07-2025 19:27,Cloud & DevOps Fair,Tech Fest,CHE,5,"Cloud & DevOps Fair (Tech Fest) was great venue, supportive volunteers."
09-11-2024 06:00,ByteBlast Coding Games,Tech Fest,EEE,4,"ByteBlast Coding Games (Tech Fest) was very engaging, useful takeaways."
09-04-2025 04:11,AI Ethics in Industry,Guest Lecture,ME,4,"AI Ethics in Industry (Guest Lecture) was inspiring, useful takeaways, interactive sessions."
08-11-2024 00:16,Art & Craft Pop-up,Cultural Fest,AE,1,"Art & Craft Pop-up (Cultural Fest) had issues with air conditioning, audio."
08-05-2025 18:31,Sustainability Hack Night,Hackathon,EEE,4,"Sustainability Hack Night (Hackathon) was useful takeaways, well organized, great venue."
01-10-2024 04:07,Sustainability Hack Night,Hackathon,CSE,4,"Sustainability Hack Night (Hackathon) was great venue, hands-on and practical."
02-06-2025 05:59,Cloud & DevOps Fair,Tech Fest,AE,2,"Cloud & DevOps Fair (Tech Fest) had issues with venue, too basic, crowd."
23-04-2025 01:21,Campus AI Day,Tech Fest,AE,5,"Campus AI Day (Tech Fest) was great venue, useful takeaways."
05-10-2024 01:53,Campus AI Day,Tech Fest,ECE,3,"Campus AI Day (Tech Fest) was slides were decent, could be more interactive."
30-06-2025 19:35,Python for Data Science,Workshop,CE,4,"Python for Data Science (Workshop) was inspiring, clear slides, interactive sessions."
24-06-2025 18:02,Careers in Data,Seminar,IT,2,"Careers in Data (Seminar) had issues with audio, air conditioning."
04-06-2025 03:36,UX Research in the Wild,Guest Lecture,MBA,5,"UX Research in the Wild (Guest Lecture) was great venue, excellent speakers."
17-06-2025 03:21,Careers in Data,Seminar,AE,4,"Careers in Data (Seminar) was great venue, excellent speakers."
28-01-2025 01:36,Careers in Data,Seminar,IT,4,"Careers in Data (Seminar) was useful takeaways, excellent speakers."
27-03-2025 01:35,Product Management Myths,Guest Lecture,ME,4,"Product Management Myths (Guest Lecture) was interactive sessions, supportive volunteers."
27-04-2025 20:26,FutureTech Showcase,Tech Fest,EEE,4,"FutureTech Showcase (Tech Fest) was learnt a lot, great venue."
26-05-2025 05:08,Intro to Machine Learning,Workshop,ECE,1,"Intro to Machine Learning (Workshop) had issues with food, too advanced."
08-11-2024 19:23,Rhythm & Beats Night,Cultural Fest,MBA,4,"Rhythm & Beats Night (Cultural Fest) was useful takeaways, good pace."
04-08-2025 04:27,The Entrepreneur’s Journey,Guest Lecture,ME,4,"The Entrepreneur’s Journey (Guest Lecture) was well organized, good pace, great venue."
22-12-2024 22:03,Campus Problem Solver,Hackathon,EEE,2,"Campus Problem Solver (Hackathon) had issues with too basic, registration, too advanced."
